target,hull_energy,rxn,dG_rxn,temperature,c1,c2,gamma_obs,gamma_opt
O7Sr3Ti2,0.0,SrCO3 + 0.6667 TiO2 -> CO2 + 0.3333 Sr3Ti2O7,-0.067,1373,0.067,0.078,0.049,0.003
O4Sr2Ti1,0.0,TiO2 + 2 SrO -> Sr2TiO4,-0.197,1073,0.027,0.144,0.024,-0.029
O4Sr2Ti1,0.0,TiO2 + 2 SrCO3 -> 2 CO2 + Sr2TiO4,-0.159,1873,0.079,0.133,0.056,-0.06
O4Sr2Ti1,0.0,TiO2 + 2 SrCO3 -> 2 CO2 + Sr2TiO4,-0.048,1373,0.086,0.092,0.067,-0.04
O4Sr2Ti1,0.0,TiO2 + 2 SrCO3 -> 2 CO2 + Sr2TiO4,-0.069,1473,0.085,0.106,0.066,-0.044
O4Sr2Ti1,0.0,TiO2 + 2 SrCO3 -> 2 CO2 + Sr2TiO4,-0.125,1723,0.081,0.123,0.06,-0.054
Al2Cu1O4,0.063,Al2O3 + CuO -> Al2CuO4,0.025,1273,0.025,0.0,0.018,0.018
Al1Cu1O2,0.0,CuO + 0.5 Al2O3 -> AlCuO2 + 0.25 O2,0.016,1373,0.016,0.0,0.011,-0.029
Al1Cu1O2,0.0,Al2O3 + Cu2O -> 2 AlCuO2,-0.056,1073,0.165,0.221,0.146,-0.003
Al1Cu1O2,0.0,Al2O3 + Cu2O -> 2 AlCuO2,-0.063,1423,0.086,0.149,0.08,-0.033
Al1Cu1O2,0.0,CuO + 0.5 Al2O3 -> AlCuO2 + 0.25 O2,0.005,1473,0.005,0.0,0.003,-0.037
Al1Cu1O2,0.0,Al2O3 + Cu2O -> 2 AlCuO2,-0.052,873,0.211,0.262,0.183,0.019
Al1Cu1O2,0.0,Al2O3 + Cu2O -> 2 AlCuO2,-0.061,1353,0.102,0.163,0.093,-0.027
O4Sb1V1,0.0,V2O5 + Sb2O3 -> 2 VSbO4,-0.145,1253,0.025,0.171,0.039,-0.015
O4Sb1V1,0.0,V2O5 + Sb2O3 -> 2 VSbO4,-0.149,1073,0.057,0.206,0.066,-0.012
O4Sb1V1,0.0,V2O5 + Sb2O3 -> 2 VSbO4,-0.151,973,0.08,0.231,0.086,-0.01
Ca1Ce1O3,0.059,CeO2 + CaO -> CaCeO3,0.023,1073,0.039,0.008,0.027,0.017
Ga1Nd1O3,0.034,Ga2O3 + Nd2O3 -> 2 NdGaO3,-0.057,1073,0.058,0.07,0.043,0.027
Ca1O3Ti1,0.0,CaCO3 + TiO2 -> CaTiO3 + CO2,-0.043,1073,0.013,0.028,0.008,-0.008
Ca1O3Ti1,0.0,CaCO3 + TiO2 -> CaTiO3 + CO2,-0.126,1573,0.004,0.066,0.001,0.001
Ca1O3Ti1,0.0,CaCO3 + TiO2 -> CaTiO3 + CO2,-0.076,1273,0.009,0.035,0.003,-0.005
Ca1O3Ti1,0.0,CaCO3 + TiO2 -> CaTiO3 + CO2,-0.092,1373,0.007,0.044,0.002,0.002
Ca1O3Ti1,0.0,CaCO3 + TiO2 -> CaTiO3 + CO2,-0.1,1423,0.007,0.048,0.001,0.001
Ca1O3Ti1,0.0,CaCO3 + TiO2 -> CaTiO3 + CO2,-0.109,1473,0.006,0.052,0.001,0.001
Ca1O3Ti1,0.0,CaCO3 + TiO2 -> CaTiO3 + CO2,-0.186,1923,0.004,0.111,0.004,0.006
Ca1O3Ti1,0.0,CaCO3 + TiO2 -> CaTiO3 + CO2,-0.117,1523,0.005,0.057,0.0,0.0
Ca1O3Ti1,0.0,CaCO3 + TiO2 -> CaTiO3 + CO2,-0.138,1648,0.003,0.076,0.001,0.002
Ca1O3Ti1,0.0,TiO2 + CaO -> CaTiO3,-0.127,1173,-0.0,0.049,-0.006,-0.006
Ca1O3Ti1,0.0,CaCO3 + TiO2 -> CaTiO3 + CO2,-0.084,1323,0.008,0.039,0.002,-0.004
Ca1O3Ti1,0.0,CaCO3 + TiO2 -> CaTiO3 + CO2,-0.163,1793,0.0,0.096,0.001,0.005
Ca1O3Ti1,0.0,TiO2 + CaO -> CaTiO3,-0.124,1723,0.008,0.067,0.004,0.004
Ca1O3Ti1,0.0,CaCO3 + TiO2 -> CaTiO3 + CO2,-0.067,1223,0.01,0.031,0.003,-0.006
Ca1O3Ti1,0.0,CaCO3 + TiO2 -> CaTiO3 + CO2,-0.143,1673,0.002,0.08,0.001,0.003
Ca1O3Ti1,0.0,CaCO3 + TiO2 -> CaTiO3 + CO2,0.077,373,0.077,0.0,0.056,-0.021
Ca1O3Ti1,0.0,CaCO3 + TiO2 -> CaTiO3 + CO2,-0.16,1773,0.001,0.094,0.001,0.005
Ca1O3Ti1,0.0,CaCO3 + TiO2 -> CaTiO3 + CO2,-0.177,1873,0.003,0.105,0.003,0.006
Ca1O3Ti1,0.0,CaCO3 + TiO2 -> CaTiO3 + CO2,-0.134,1623,0.003,0.073,0.001,0.002
Ca3O7Ti2,0.003,3 CaCO3 + 2 TiO2 -> Ca3Ti2O7 + 3 CO2,-0.129,1623,0.008,0.061,0.001,-0.008
Ca3O7Ti2,0.003,3 CaCO3 + 2 TiO2 -> Ca3Ti2O7 + 3 CO2,-0.18,1873,-0.001,0.076,-0.008,-0.003
Ca1Cr1O3,0.056,CrO2 + CaO -> CaCrO3,-0.076,1073,0.107,0.108,0.078,0.019
Ca1Cr2O4,0.0,CaCO3 + Cr2O3 -> CO2 + CaCr2O4,-0.068,1273,-0.068,0.0,-0.049,-0.073
Ca1Cr2O4,0.0,Cr2O3 + CaO -> CaCr2O4,-0.112,1673,-0.112,0.0,-0.081,-0.081
Ca1Cr2O4,0.0,Cr2O3 + CaO -> CaCr2O4,-0.096,1073,-0.096,0.0,-0.069,-0.069
Co1O2Zn1,0.103,CoO + ZnO -> ZnCoO2,0.091,1073,0.143,0.066,0.113,0.072
Co1O5Zn4,0.007,ZnO + 0.08333 Co3O4 -> 0.25 Zn4CoO5 + 0.04167 O2,-0.028,1273,0.058,0.105,0.058,-0.108
Cu1Li2O2,0.014,Li2CO3 + CuO -> CO2 + Li2CuO2,0.039,1173,0.039,0.0,0.028,-0.004
Gd2O2S1,0.0,S + Gd2O3 -> Gd2SO2 + 0.5 O2,0.202,1073,1.182,0.98,0.97,0.137
Eu1O3Ti1,0.0,Eu2O3 + Ti2O3 -> 2 EuTiO3,-0.356,1673,0.207,0.563,0.217,0.065
Eu1O3Ti1,0.0,EuO + TiO2 -> EuTiO3,-0.226,1073,0.291,0.517,0.272,0.087
Eu1O3Ti1,0.0,Eu2O3 + 2 TiO2 -> 2 EuTiO3 + 0.5 O2,0.014,1273,0.114,0.049,0.08,0.08
Eu2O7Ti2,0.0,TiO2 + 0.5 Eu2O3 -> 0.5 Eu2Ti2O7,-0.076,1473,0.028,0.052,0.018,0.018
Ho2Mo3O12,0.002,MoO3 + 0.3333 Ho2O3 -> 0.3333 Ho2(MoO4)3,-0.184,1073,-0.023,0.03,-0.034,-0.034
Ho2Mo3O12,0.002,MoO3 + 0.3333 Ho2O3 -> 0.3333 Ho2(MoO4)3,-0.19,1173,-0.024,0.03,-0.035,-0.035
O12Sc4Zr3,0.019,ZrO2 + 0.6667 Sc2O3 -> 0.3333 Zr3Sc4O12,-0.022,1873,-0.022,0.0,-0.016,-0.016
O12Sc4Zr3,0.019,ZrO2 + 0.6667 Sc2O3 -> 0.3333 Zr3Sc4O12,-0.021,1823,-0.021,0.0,-0.015,-0.015
Cd2O7V2,0.0,CdO + 0.5 V2O5 -> 0.5 V2Cd2O7,-0.168,1073,-0.038,0.035,-0.038,-0.038
Cd1O3V1,0.0,VO2 + CdO -> VCdO3,-0.11,1073,-0.008,0.099,0.005,-0.012
Gd1O4V1,0.0,V2O5 + Gd2O3 -> 2 GdVO4,-0.25,1673,-0.25,0.0,-0.18,-0.18
Gd1O4V1,0.0,V2O5 + Gd2O3 -> 2 GdVO4,-0.245,1423,-0.245,0.0,-0.177,-0.177
Gd1O4V1,0.0,V2O5 + Gd2O3 -> 2 GdVO4,-0.242,1273,-0.242,0.0,-0.175,-0.175
Gd1O4V1,0.0,V2O5 + Gd2O3 -> 2 GdVO4,-0.246,1473,-0.246,0.0,-0.177,-0.177
Gd1O4V1,0.0,V2O5 + Gd2O3 -> 2 GdVO4,-0.238,1023,-0.238,0.0,-0.171,-0.171
Gd1O4V1,0.0,V2O5 + Gd2O3 -> 2 GdVO4,-0.235,873,-0.235,0.0,-0.169,-0.169
Bi2O6W1,0.0,WO3 + Bi2O3 -> Bi2WO6,-0.147,1073,-0.025,0.089,-0.013,-0.013
Bi2O6W1,0.0,WO3 + Bi2O3 -> Bi2WO6,-0.154,1173,-0.026,0.098,-0.011,-0.011
Bi2O6W1,0.0,WO3 + Bi2O3 -> Bi2WO6,-0.161,1273,-0.026,0.107,-0.01,-0.01
Bi2O6W1,0.0,WO3 + Bi2O3 -> Bi2WO6,-0.149,1113,-0.026,0.093,-0.012,-0.012
Bi2O9W2,0.002,WO3 + 0.5 Bi2O3 -> 0.5 Bi2W2O9,-0.121,1073,0.025,0.121,0.029,-0.014
Bi2O9W2,0.002,WO3 + 0.5 Bi2O3 -> 0.5 Bi2W2O9,-0.127,1158,0.026,0.128,0.03,-0.015
Bi14O24W1,0.008,Bi2O3 + 0.1429 WO3 -> 0.1429 Bi14WO24,-0.107,1123,0.043,0.107,0.037,-0.066
Ga2Mg1O4,0.0,MgO + Ga2O3 -> Mg(GaO2)2,-0.056,1773,-0.056,0.0,-0.041,-0.133
Ga2Mg1O4,0.0,MgO + Ga2O3 -> Mg(GaO2)2,-0.056,1673,-0.056,0.0,-0.04,-0.131
Ga2Mg1O4,0.0,Ga2O3 + MgCO3 -> CO2 + Mg(GaO2)2,-0.09,1073,-0.09,0.0,-0.065,-0.065
Ga2Mg1O4,0.0,Ga2O3 + MgCO3 -> CO2 + Mg(GaO2)2,-0.124,1300,-0.124,0.0,-0.089,-0.089
Ga2Mg1O4,0.0,MgO + Ga2O3 -> Mg(GaO2)2,-0.055,1573,-0.055,0.0,-0.04,-0.12
Ga2Mg1O4,0.0,MgO + Ga2O3 -> Mg(GaO2)2,-0.054,1473,-0.054,0.0,-0.039,-0.108
Ga2Mg1O4,0.0,MgO + Ga2O3 -> Mg(GaO2)2,-0.054,1373,-0.054,0.0,-0.039,-0.097
Fe1Li1O2,0.0,Fe2O3 + Li2O -> 2 LiFeO2,-0.086,1173,0.016,0.068,0.014,-0.014
Fe1Li1O2,0.0,Fe2O3 + Li2CO3 -> CO2 + 2 LiFeO2,0.027,873,0.027,0.0,0.019,-0.006
Fe1Li1O2,0.0,Fe2O3 + Li2CO3 -> CO2 + 2 LiFeO2,0.049,673,0.049,0.0,0.035,0.009
Fe1Li1O2,0.0,Fe2O3 + Li2CO3 -> CO2 + 2 LiFeO2,-0.004,1150,-0.004,0.0,-0.003,-0.016
Fe1Li1O2,0.0,Fe2O3 + Li2CO3 -> CO2 + 2 LiFeO2,0.005,1073,0.005,0.0,0.004,-0.02
Fe2Li1O4,0.032,Fe2O3 + 0.5 Li2O2 -> Li(FeO2)2,-0.003,1423,0.261,0.297,0.229,0.229
Fe5Li1O8,0.063,Li2CO3 + 5 Fe2O3 -> CO2 + 2 LiFe5O8,0.056,1423,0.09,0.038,0.07,0.054
Fe5Li1O8,0.063,Li2CO3 + 5 Fe2O3 -> CO2 + 2 LiFe5O8,0.061,1273,0.078,0.014,0.057,0.053
Fe5Li1O8,0.063,Li2CO3 + 5 Fe2O3 -> CO2 + 2 LiFe5O8,0.067,1073,0.067,0.0,0.048,0.048
Fe5Li1O8,0.063,Li2CO3 + 5 Fe2O3 -> CO2 + 2 LiFe5O8,0.054,1473,0.094,0.049,0.075,0.054
Fe5Li1O8,0.063,Li2CO3 + 5 Fe2O3 -> CO2 + 2 LiFe5O8,0.065,1150,0.068,0.003,0.049,0.049
Fe5Li1O8,0.063,Li2CO3 + 5 Fe2O3 -> CO2 + 2 LiFe5O8,0.078,723,0.078,0.0,0.056,0.047
Fe1Li5O4,0.0,Fe2O3 + 5 Li2O -> 2 Li5FeO4,-0.101,1123,-0.014,0.036,-0.014,-0.04
Fe1Li5O4,0.0,Fe2O3 + 5 Li2O -> 2 Li5FeO4,-0.102,1173,-0.016,0.035,-0.015,-0.04
Fe1Li5O4,0.0,Fe2O3 + 5 Li2O -> 2 Li5FeO4,-0.099,1073,-0.012,0.038,-0.012,-0.039
O9V3Y1,0.127,V2O5 + 0.3333 Y2O3 -> 0.6667 YV3O9,0.033,1523,0.251,0.146,0.187,0.187
O9V3Y1,0.127,V2O5 + 0.3333 Y2O3 -> 0.6667 YV3O9,0.032,1573,0.252,0.146,0.188,0.188
O4V1Y1,0.0,Y2O3 + V2O5 -> 2 YVO4,-0.214,1073,-0.214,0.0,-0.154,-0.154
O3Pb1Zn1,0.023,PbO2 + ZnO -> ZnPbO3,-0.033,1473,-0.033,0.0,-0.023,-0.16
Nb4O13Pb3,0.0,Nb2O5 + 1.5 PbO -> 0.5 Nb4Pb3O13,-0.134,1423,-0.018,0.037,-0.021,-0.028
Nb4O13Pb3,0.0,Nb2O5 + 1.5 PbO -> 0.5 Nb4Pb3O13,-0.123,1123,-0.015,0.061,-0.011,-0.025
Nb4O13Pb3,0.0,Nb2O5 + 1.5 PbO -> 0.5 Nb4Pb3O13,-0.119,1023,-0.014,0.071,-0.007,-0.023
Nb4O13Pb3,0.0,Nb2O5 + 1.5 PbO -> 0.5 Nb4Pb3O13,-0.132,1373,-0.017,0.042,-0.019,-0.028
Nb4O13Pb3,0.0,Nb2O5 + 1.5 PbO -> 0.5 Nb4Pb3O13,-0.106,693,0.0,0.11,0.014,-0.012
Nb2O8Pb3,0.142,Nb2O5 + 3 PbO -> Nb2Pb3O8,0.029,1123,0.152,0.118,0.123,0.085
Nb2O6Pb1,0.001,Nb2O5 + PbO -> Nb2PbO6,-0.095,1073,0.026,0.092,0.025,-0.004
Nb2O6Pb1,0.001,Nb2O5 + PbO -> Nb2PbO6,-0.113,1573,0.028,0.059,0.014,-0.006
Mg1O3Zr1,0.668,MgO + ZrO2 -> MgZrO3,0.617,1073,0.617,0.0,0.445,0.247
Mg1O3Zr1,0.668,MgO + ZrO2 -> MgZrO3,0.622,973,0.622,0.0,0.448,0.253
Na1O2Sc1,0.0,Sc2O3 + Na2CO3 -> CO2 + 2 NaScO2,-0.067,1673,-0.067,0.0,-0.048,-0.116
Na1O2Sc1,0.0,Sc2O3 + Na2CO3 -> CO2 + 2 NaScO2,0.011,1073,0.011,0.0,0.008,-0.12
Ce1O3Sc1,0.013,2 Sc2O3 + 4 CeO2 -> O2 + 4 CeScO3,0.334,1073,0.334,0.0,0.241,0.241
Bi2O6Te1,0.0,0.3333 Te(HO)6 + 0.3333 Bi2O3 -> H2O + 0.3333 Bi2TeO6,-0.087,873,-0.078,0.009,-0.055,-0.055
Bi2O5Te1,0.0,Bi2O3 + TeO2 -> Bi2TeO5,-0.138,1193,-0.012,0.05,-0.015,-0.015
Bi2O5Te1,0.0,Bi2O3 + TeO2 -> Bi2TeO5,-0.126,1023,-0.011,0.06,-0.009,-0.009
O2Pb1Pd1,0.0,PdO + PbCO3 -> PdPbO2 + CO2,-0.119,1073,-0.003,0.116,0.012,-0.005
O2Pb1Pd1,0.0,PbO + PdO -> PdPbO2,-0.083,973,-0.012,0.081,0.003,0.003
Ce1O6Ti2,0.049,TiO2 + 0.5 CeO2 -> 0.5 CeTi2O6,-0.044,1623,-0.044,0.0,-0.032,-0.032
Ce1O6Ti2,0.049,TiO2 + 0.5 CeO2 -> 0.5 CeTi2O6,-0.044,1598,-0.044,0.0,-0.031,-0.031
O4Sn1Zn2,0.017,ZnO + 0.5 SnO2 -> 0.5 Zn2SnO4,-0.043,1473,-0.036,0.0,-0.027,-0.07
O4Sn1Zn2,0.017,ZnO + 0.5 SnO2 -> 0.5 Zn2SnO4,-0.044,1498,-0.036,0.0,-0.027,-0.071
O4Sn1Zn2,0.017,ZnO + 0.5 SnO2 -> 0.5 Zn2SnO4,-0.054,1723,-0.037,0.0,-0.029,-0.056
O4Sn1Zn2,0.017,ZnO + 0.5 SnO2 -> 0.5 Zn2SnO4,-0.035,1273,-0.034,0.0,-0.025,-0.065
O4Sn1Zn2,0.017,ZnO + 0.5 SnO2 -> 0.5 Zn2SnO4,-0.047,1573,-0.037,0.0,-0.028,-0.072
O4Sn1Zn2,0.017,ZnO + 0.5 SnO2 -> 0.5 Zn2SnO4,-0.027,1073,-0.027,0.0,-0.019,-0.055
O3Sn1Zn1,0.041,ZnO + SnO2 -> ZnSnO3,-0.016,1723,0.038,0.027,0.026,0.016
O3Sn1Zn1,0.041,SnO2 + Zn2SnO4 -> 2 ZnSnO3,0.022,1673,0.022,0.0,0.016,0.016
O3Sn1Zn1,0.041,ZnO + SnO2 -> ZnSnO3,0.025,493,0.028,0.002,0.02,0.02
O3Sn1Zn1,0.041,ZnO + SnO2 -> ZnSnO3,0.006,1073,0.033,0.013,0.023,0.018
O3Sn1Zn1,0.041,ZnO + SnO2 -> ZnSnO3,0.026,473,0.028,0.001,0.02,0.02
O3Sn1Zn1,0.041,ZnO + SnO2 -> ZnSnO3,0.014,823,0.031,0.008,0.022,0.012
O3Sn1Zn1,0.041,ZnO + SnO2 -> ZnSnO3,0.012,873,0.031,0.009,0.022,0.013
Ge1Mn1O3,0.0,GeO2 + MnCO3 -> CO2 + MnGeO3,-0.204,1473,0.083,0.345,0.111,0.024
Ge1Mn1O3,0.0,GeO2 + MnCO3 -> CO2 + MnGeO3,-0.129,1073,0.079,0.207,0.082,0.035
Mo1O4Pb1,0.0,PbO + MoO3 -> MoPbO4,-0.206,1273,-0.007,0.093,-0.011,-0.028
Mo1O4Pb1,0.0,PbO + MoO3 -> MoPbO4,-0.198,1073,-0.01,0.092,-0.011,-0.034
Mo1O4Pb1,0.0,PbO + MoO3 -> MoPbO4,-0.196,1003,-0.011,0.098,-0.01,-0.035
Mo1O5Pb2,0.0,PbO + 0.5 MoO3 -> 0.5 MoPb2O5,-0.181,923,0.012,0.148,0.019,-0.013
Mo1O5Pb2,0.0,PbO + 0.5 MoO3 -> 0.5 MoPb2O5,-0.185,1003,0.011,0.14,0.016,-0.012
Mo1O8Pb5,0.012,PbO + 0.2 MoO3 -> 0.2 MoPb5O8,-0.12,1003,0.076,0.224,0.086,0.011
Nb2O11Te3,0.0,Nb2O5 + 3 TeO2 -> Nb2Te3O11,-0.047,1073,-0.015,0.012,-0.013,-0.013
Cu1Mn1O2,0.0,CuO + MnO -> MnCuO2,-0.131,1233,0.098,0.241,0.102,0.036
Cu1Mn1O2,0.0,Mn2O3 + 2 CuO -> 2 MnCuO2 + 0.5 O2,-0.004,1353,0.044,0.043,0.036,0.031
Cu1Mn1O2,0.0,CuO + MnO -> MnCuO2,-0.131,1223,0.1,0.242,0.103,0.036
Cu1Mn1O2,0.0,Cu2O + Mn2O3 -> 2 MnCuO2,-0.069,873,0.193,0.28,0.176,0.062
Cu1Mn2O4,0.043,CuO + Mn2O3 -> Mn2CuO4,-0.004,1163,0.035,0.038,0.029,0.029
Cu1Mn2O4,0.043,CuO + Mn2O3 -> Mn2CuO4,-0.002,1073,0.033,0.033,0.027,0.027
Cu1Mn2O4,0.043,CuO + Mn2O3 -> Mn2CuO4,-0.007,1273,0.037,0.044,0.032,0.032
Ca1Mn1O3,0.035,CaCO3 + MnO2 -> CO2 + CaMnO3,-0.196,1423,0.149,0.128,0.089,0.07
Ca1Mn1O3,0.035,CaO + MnO2 -> CaMnO3,-0.208,1373,0.205,0.282,0.161,0.07
Ca1Mn1O3,0.035,CaCO3 + MnO2 -> CO2 + CaMnO3,-0.057,1323,0.055,0.038,0.033,0.033
Ca1Mn1O3,0.035,CaCO3 + MnO2 -> CO2 + CaMnO3,-0.06,1343,0.055,0.039,0.032,0.032
Ca1Mn1O3,0.035,CaCO3 + MnO2 -> CO2 + CaMnO3,-0.098,1573,0.051,0.064,0.031,0.031
Ca1Mn1O3,0.035,CaCO3 + MnO2 -> CO2 + CaMnO3,-0.033,1173,0.058,0.03,0.036,0.031
Ca1Mn1O3,0.035,CaCO3 + MnO2 -> CO2 + CaMnO3,-0.017,1073,0.06,0.025,0.038,0.033
Ca2Mn1O4,0.007,MnO2 + 2 CaO -> Ca2MnO4,-0.208,1623,0.209,0.472,0.217,-0.052
Ca3Mn2O7,0.017,CaCO3 + 0.6667 MnO2 -> CO2 + 0.3333 Ca3Mn2O7,-0.105,1573,0.044,0.077,0.03,0.006
Ca1Mn4O8,0.027,8 MnO2 + 2 CaO -> O2 + 2 CaMn4O8,-0.083,1173,0.074,0.095,0.055,0.035
Bi12O19Pb1,0.029,Bi2O3 + 0.1667 PbO -> 0.1667 Bi12PbO19,-0.072,1073,0.01,0.081,0.017,-0.031
La1O4Ta1,0.0,Ta2O5 + La2O3 -> 2 LaTaO4,-0.205,1073,-0.028,0.139,-0.009,-0.004
La1O4Ta1,0.0,Ta2O5 + La2O3 -> 2 LaTaO4,-0.214,1273,-0.028,0.154,-0.007,-0.007
La1O4Ta1,0.0,Ta2O5 + La2O3 -> 2 LaTaO4,-0.233,1673,-0.027,0.183,-0.001,-0.001
La3O7Ta1,0.0,La2O3 + 0.3333 Ta2O5 -> 0.6667 La3TaO7,-0.154,620,0.029,0.139,0.031,0.052
La1O19Ta7,0.0,La2O3 + 7 Ta2O5 -> 2 LaTa7O19,-0.1,1073,0.105,0.219,0.104,0.069
Nb9O25V1,0.0,V2O5 + 9 Nb2O5 -> 2 Nb9VO25,-0.027,1523,0.097,0.11,0.081,0.081
Nb9O25V1,0.0,V2O5 + 9 Nb2O5 -> 2 Nb9VO25,-0.018,623,0.065,0.073,0.054,0.054
La1Mn1O3,0.12,Mn2O3 + La2O3 -> 2 LaMnO3,-0.092,1573,0.143,0.09,0.091,-0.033
La1Mn1O3,0.12,MnO2 + 0.5 La2O3 -> 0.25 O2 + LaMnO3,-0.133,1773,0.067,0.058,0.033,-0.026
La1Mn1O3,0.12,MnO2 + 0.5 La2O3 -> 0.25 O2 + LaMnO3,-0.102,1373,0.092,0.009,0.038,-0.04
La1Mn1O3,0.12,MnO2 + 0.5 La2O3 -> 0.25 O2 + LaMnO3,-0.113,1523,0.083,0.027,0.036,-0.035
La1Mn1O3,0.12,MnO2 + 0.5 La2O3 -> 0.25 O2 + LaMnO3,-0.4,1673,0.15,0.223,0.083,-0.06
La1Mn1O3,0.12,Mn2O3 + La2O3 -> 2 LaMnO3,-0.08,873,0.146,0.102,0.098,-0.007
La1Mn1O3,0.12,Mn2O3 + La2O3 -> 2 LaMnO3,-0.082,973,0.146,0.094,0.095,-0.019
Cr1O3Y1,0.0,Cr2O3 + Y2O3 -> 2 YCrO3,-0.057,1623,-0.057,0.0,-0.041,-0.041
Cr1O3Y1,0.0,Cr2O3 + Y2O3 -> 2 YCrO3,-0.048,1073,-0.048,0.0,-0.035,-0.035
Cr1O3Y1,0.0,Cr2O3 + Y2O3 -> 2 YCrO3,-0.058,1673,-0.058,0.0,-0.042,-0.042
Cr1O3Y1,0.0,Cr2O3 + Y2O3 -> 2 YCrO3,-0.06,1823,-0.06,0.0,-0.043,-0.043
Cr1O3Y1,0.0,Cr2O3 + Y2O3 -> 2 YCrO3,-0.056,1573,-0.056,0.0,-0.04,-0.04
Mn1O3Sc1,0.008,MnO2 + 0.5 Sc2O3 -> ScMnO3 + 0.25 O2,-0.036,1373,-0.03,0.0,-0.022,-0.022
Mn2O4Sc1,0.031,4 Mn2O3 + 2 Sc2O3 -> O2 + 4 ScMn2O4,0.064,1073,0.074,0.005,0.053,0.047
Cu1O3Sr2,0.0,SrCO3 + 0.5 CuO -> CO2 + 0.5 Sr2CuO3,0.054,1183,0.054,0.0,0.039,-0.035
Cu1O3Sr2,0.0,SrCO3 + 0.5 CuO -> CO2 + 0.5 Sr2CuO3,0.052,1193,0.052,0.0,0.037,-0.036
Cu1O3Sr2,0.0,SrCO3 + 0.5 CuO -> CO2 + 0.5 Sr2CuO3,0.08,1073,0.08,0.0,0.058,-0.026
Cu1O3Sr2,0.0,SrCO3 + 0.5 CuO -> CO2 + 0.5 Sr2CuO3,0.044,1223,0.044,0.0,0.032,-0.039
Cu1O2Sr1,0.0,SrCO3 + CuO -> CO2 + SrCuO2,-0.001,1303,0.004,0.003,0.003,-0.012
Cu1O2Sr1,0.0,SrCO3 + CuO -> CO2 + SrCuO2,0.016,1223,0.016,0.0,0.012,-0.011
Cu1O2Sr1,0.0,SrCO3 + CuO -> CO2 + SrCuO2,0.005,1273,0.005,0.0,0.004,-0.011
Cu1O2Sr1,0.0,SrCO3 + CuO -> CO2 + SrCuO2,0.048,1073,0.048,0.0,0.035,-0.005
Cu2O3Sr1,0.017,CuO + SrCuO2 -> SrCu2O3,-0.003,1073,-0.003,0.0,-0.002,-0.019
Cu2O2Sr1,0.0,Cu2O + SrCO3 -> Sr(CuO)2 + CO2,0.012,1223,0.202,0.19,0.169,0.062
Mg3O8P2,0.0,Mg2P2O7 + MgO -> Mg3(PO4)2,-0.107,1473,-0.107,0.0,-0.077,-0.113
Nd2Ni1O4,0.07,Nd2O3 + NiO -> Nd2NiO4,0.041,1273,0.041,0.0,0.03,-0.028
Ca1Ni1O2,0.16,CaO + NiO -> CaNiO2,0.124,1073,0.124,0.0,0.09,0.059
Fe12O19Sr1,0.072,SrCO3 + 6 Fe2O3 -> SrFe12O19 + CO2,0.036,1073,0.039,0.002,0.028,0.028
Fe12O19Sr1,0.072,SrCO3 + 6 Fe2O3 -> SrFe12O19 + CO2,0.001,1523,0.084,0.069,0.067,0.067
Fe12O19Sr1,0.072,SrCO3 + 6 Fe2O3 -> SrFe12O19 + CO2,0.005,1473,0.079,0.062,0.062,0.062
Fe12O19Sr1,0.072,SrCO3 + 6 Fe2O3 -> SrFe12O19 + CO2,-0.001,1548,0.087,0.073,0.069,0.069
Fe12O19Sr1,0.072,SrCO3 + 6 Fe2O3 -> SrFe12O19 + CO2,-0.004,1583,0.09,0.078,0.072,0.072
Fe6O13Sr4,0.051,4 SrCO3 + 3 Fe2O3 -> Sr4Fe6O13 + 4 CO2,0.063,1073,0.065,0.001,0.047,0.037
Fe6O13Sr4,0.051,4 SrCO3 + 3 Fe2O3 -> Sr4Fe6O13 + 4 CO2,-0.009,1473,0.065,0.018,0.04,0.04
Na2O3Zr1,0.0,Na2CO3 + ZrO2 -> CO2 + Na2ZrO3,-0.022,1173,-0.022,0.0,-0.016,-0.165
Na2O3Zr1,0.0,Na2CO3 + ZrO2 -> CO2 + Na2ZrO3,-0.006,1073,-0.006,0.0,-0.004,-0.166
Na2O3Zr1,0.0,Na2CO3 + ZrO2 -> CO2 + Na2ZrO3,-0.014,1123,-0.014,0.0,-0.01,-0.165
O3Pb1Ti1,0.0,PbO + TiO2 -> TiPbO3,-0.061,1373,-0.007,0.053,0.001,0.001
O3Pb1Ti1,0.0,TiO2 + 0.3333 Pb3O4 -> TiPbO3 + 0.1667 O2,-0.096,1073,0.01,0.058,0.006,0.006
O3Pb1Ti1,0.0,TiO2 + PbCO3 -> CO2 + TiPbO3,-0.131,1273,0.026,0.248,0.063,0.002
O3Pb1Ti1,0.0,PbO + TiO2 -> TiPbO3,-0.062,1423,-0.006,0.058,0.003,0.0
O3Pb1Ti1,0.0,PbO + TiO2 -> TiPbO3,-0.059,1223,-0.008,0.067,0.005,0.003
O3Pb1Ti1,0.0,PbO + TiO2 -> TiPbO3,-0.054,873,0.028,0.1,0.035,0.006
O3Pb1Ti1,0.0,TiO2 + PbCO3 -> CO2 + TiPbO3,-0.168,1473,0.043,0.326,0.088,0.0
O3Pb1Ti1,0.0,PbO + TiO2 -> TiPbO3,-0.063,1523,-0.005,0.056,0.002,0.001
